City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
113,ormara,25.2088,64.6357,297.25,69,0,6.38,PK,1680729774
114,shimoda,34.6667,138.95,287.1,76,100,6.65,JP,1680729774
115,kutum,14.2,24.6667,297.66,11,100,4.17,SD,1680729775
116,thinadhoo,0.5333,72.9333,301.39,69,13,2.8,MV,1680729775
117,san andres,12.5847,-81.7006,302.16,70,40,5.66,CO,1680729775
118,gbarnga,6.9956,-9.4722,298.44,82,96,1.65,LR,1680729775
119,fort nelson,58.8053,-122.7002,278.92,36,20,1.03,CA,1680729775
120,sarahan,31.5167,77.8,278.86,53,95,2.81,IN,1680729776
121,swellendam,-34.0226,20.4417,294.32,59,1,0.33,ZA,1680729776
122,henties bay,-22.116,14.2845,291.23,82,87,3.23,NA,1680729776
123,hermanus,-34.4187,19.2345,290.82,66,0,3.63,ZA,1680729776
124,kiama,-34.6833,150.8667,292.59,91,100,1.83,AU,1680729777
125,komsomolskiy,40.4272,71.7189,284.55,82,75,3.09,UZ,1680729777
126,nosy varika,-20.5833,48.5333,297.57,85,91,0.8,MG,1680729777
127,caravelas,-17.7125,-39.2481,298.5,79,34,2.75,BR,1680729777
128,baneh,35.9975,45.8853,282.77,57,6,2.72,IR,1680729778
129,sanaur,30.3025,76.4553,292.49,47,100,4.68,IN,1680729778
130,bredasdorp,-34.5322,20.0403,290.78,84,0,0.62,ZA,1680729779
131,hirado,33.3597,129.5531,288.37,90,100,6.23,JP,1680729779
132,sisimiut,66.9395,-53.6735,261.66,75,10,5.95,GL,1680729779
133,calama,-22.4667,-68.9333,295.42,21,40,8.75,CL,1680729779
134,adrar,20.5022,-10.0711,295.06,22,0,4.86,MR,1680729779
135,mogok,22.9167,96.5,291.52,47,17,0.48,MM,1680729780
136,saint-pierre,-21.3393,55.4781,296.97,73,100,2.57,RE,1680729505
137,nola,40.922,14.5329,282.0,94,100,2.95,IT,1680729780
138,sabya,17.1495,42.6254,302.94,55,13,2.58,SA,1680729781
139,sinnamary,5.3833,-52.95,299.34,70,95,4.13,GF,1680729781
140,balezino,57.9796,53.0106,278.16,88,95,5.17,RU,1680729782
141,laguna,38.421,-121.4238,291.2,39,0,1.54,US,1680729485
142,sao lourenco,-22.1164,-45.0544,292.42,85,11,1.27,BR,1680729783
143,cockburn town,21.4612,-71.1419,298.16,78,0,8.88,TC,1680729783
144,qaqortoq,60.7167,-46.0333,272.93,94,100,0.97,GL,1680729783
145,airai,-8.9266,125.4092,287.98,90,100,0.47,TL,1680729783
146,coruripe,-10.1256,-36.1756,298.82,77,100,3.29,BR,1680729783
147,ponta do sol,32.6667,-17.1,291.49,47,4,3.4,PT,1680729784
148,thompson,55.7435,-97.8558,273.24,27,75,5.14,CA,1680729784
149,moose factory,51.2585,-80.6094,268.15,73,100,10.8,CA,1680729784
150,margate,51.3813,1.3862,281.97,73,100,1.34,GB,1680729784
151,abu kamal,34.4506,40.9171,291.91,40,0,5.73,SY,1680729784
152,comodoro rivadavia,-45.8667,-67.5,297.07,31,0,8.23,AR,1680729785
153,praia da vitoria,38.7333,-27.0667,289.68,94,40,3.86,PT,1680729785
154,peterhead,57.5058,-1.7981,282.29,99,100,5.39,GB,1680729785
155,enumclaw,47.2043,-121.9915,285.44,48,100,2.68,US,1680729661
156,wajima,37.4,136.9,285.78,81,100,6.48,JP,1680729489
157,xinxiang,35.3089,113.8672,284.0,64,100,3.24,CN,1680729786
158,tjome,59.1109,10.3933,277.99,71,0,5.14,NO,1680729786
159,madisonville,37.3281,-87.4989,291.05,89,100,10.9,US,1680729699
160,chernyshevskiy,63.0128,112.4714,259.2,93,100,4.53,RU,1680729786
161,konstantinovsk,47.5828,41.0922,285.18,66,100,3.27,RU,1680729786
162,sijunjung,-0.6876,100.9537,294.91,96,100,0.77,ID,1680729787
163,enid,36.3956,-97.8784,287.6,26,0,5.14,US,1680729787
164,cherskiy,68.75,161.3,259.89,75,35,2.94,RU,1680729787
165,srirampur,22.9489,88.0189,298.51,29,0,1.7,IN,1680729787
166,el tigre,8.8875,-64.2454,305.75,33,52,7.27,VE,1680729788
167,padang,-0.9492,100.3543,297.18,87,100,1.69,ID,1680729788
168,grand baie,-20.0182,57.5802,297.84,74,1,1.34,MU,1680729788
169,qeshm,26.9581,56.2719,295.09,69,0,4.14,IR,1680729788
170,mandiana,10.6333,-8.6833,305.13,29,62,1.79,GN,1680729495
171,port hardy,50.6996,-127.4199,280.25,81,100,10.29,CA,1680729789
172,mana,5.6592,-53.7767,299.66,70,67,3.82,GF,1680729789
173,bilibino,68.0546,166.4372,254.36,87,36,1.2,RU,1680729749
174,ixtapa,20.7,-105.2,298.72,65,40,5.66,MX,1680729790
175,fengkou,30.0833,113.2667,285.65,85,100,4.46,CN,1680729791
176,cooma,-36.2333,149.1333,282.17,90,43,0.8,AU,1680729791
177,adzope,6.1069,-3.8619,298.57,81,65,2.04,CI,1680729791
178,sarkand,45.41,79.9186,281.66,33,14,2.46,KZ,1680729791
179,del rio,29.3627,-100.8968,301.16,7,0,6.69,US,1680729791
180,pindobacu,-10.7417,-40.3608,298.06,65,100,1.92,BR,1680729792
181,tuatapere,-46.1333,167.6833,280.44,88,100,5.79,NZ,1680729792
182,labuan,5.2767,115.2417,299.35,89,20,1.03,MY,1680729792
183,ploemeur,47.7333,-3.4333,283.07,86,75,2.06,FR,1680729792
184,sao caetano de odivelas,-0.75,-48.02,297.49,94,100,3.45,BR,1680729793
185,coihaique,-45.5752,-72.0662,289.49,59,40,1.54,CL,1680729793
186,banfora,10.6333,-4.7667,303.51,43,88,1.26,BF,1680729794
187,chokurdakh,70.6333,147.9167,246.16,100,22,1.28,RU,1680729794
188,haines junction,60.7522,-137.5108,276.12,52,100,1.54,CA,1680729795
189,elliot lake,46.3834,-82.6331,274.79,99,100,5.81,CA,1680729795
190,namatanai,-3.6667,152.4333,299.72,80,99,0.34,PG,1680729795
191,hithadhoo,-0.6,73.0833,301.0,73,24,2.7,MV,1680729796
192,farafangana,-22.8167,47.8333,296.81,90,100,1.94,MG,1680729796
193,nemuro,43.3236,145.575,275.56,89,75,0.75,JP,1680729796
194,petropavlovsk-kamchatskiy,53.0452,158.6483,272.48,51,20,6.0,RU,1680729797
195,yumen,40.2833,97.2,271.87,26,0,1.65,CN,1680729797
196,ancud,-41.8697,-73.8203,285.11,90,100,0.95,CL,1680729797
197,faanui,-16.4833,-151.75,301.22,69,11,3.17,PF,1680729798
198,bara,10.3744,10.7288,303.9,14,100,2.6,NG,1680729798
199,kieta,-6.2167,155.6333,300.42,76,99,0.57,PG,1680729798
200,wangqing,43.3218,129.7634,277.01,95,100,2.12,CN,1680729798
201,cap malheureux,-19.9842,57.6142,297.85,74,1,1.34,MU,1680729799
202,tabat,-2.635,115.2274,295.8,98,100,0.49,ID,1680729799
203,saint-augustin,51.226,-58.6502,271.71,59,52,7.33,CA,1680729799
204,okhotsk,59.3833,143.3,257.43,99,95,1.3,RU,1680729799
205,phangnga,8.4509,98.5298,300.17,83,100,1.42,TH,1680729800
206,redmond,47.674,-122.1215,286.17,49,100,1.79,US,1680729611
207,choix,26.7092,-108.3219,303.49,10,100,4.08,MX,1680729801
208,san roque,36.2107,-5.3842,289.61,72,3,10.8,ES,1680729801
209,erdenet,49.0333,104.0833,264.06,73,0,1.86,MN,1680729801
210,ribeira grande,38.5167,-28.7,289.14,88,20,3.09,PT,1680729801
211,vite,17.2833,74.55,299.48,44,6,3.66,IN,1680729802
212,gavle,60.6745,17.1417,273.9,90,100,2.61,SE,1680729802
213,carnarvon,-24.8667,113.6333,295.81,63,0,6.18,AU,1680729802
214,ahipara,-35.1667,173.1667,288.4,90,100,2.73,NZ,1680729795
215,katherine,-14.4667,132.2667,293.33,88,61,1.54,AU,1680729802
216,inhambane,-23.865,35.3833,293.77,89,3,3.3,MZ,1680729803
217,touros,-5.1989,-35.4608,298.1,88,100,4.64,BR,1680729803
218,jamestown,42.097,-79.2353,297.92,73,100,11.83,US,1680729563
219,souillac,-20.5167,57.5167,296.36,94,40,1.54,MU,1680729803
220,castro,-24.7911,-50.0119,291.32,84,96,1.68,BR,1680729804
221,lavrentiya,65.5833,-171.0,253.06,93,36,0.99,RU,1680729804
222,hanmer springs,-42.5167,172.8167,285.97,75,100,1.94,NZ,1680729804
223,rodrigues alves,-7.738,-72.6509,301.26,91,99,1.11,BR,1680729804
224,tucurui,-3.7661,-49.6725,298.81,89,99,0.62,BR,1680729793
225,camacha,33.0833,-16.3333,288.83,72,40,9.26,PT,1680729805
226,codrington,-38.2667,141.9667,283.81,95,100,3.24,AU,1680729805
227,vila velha,-20.3297,-40.2925,298.12,88,75,4.12,BR,1680729805
228,pahrump,36.2083,-115.9839,286.77,15,5,3.58,US,1680729805
229,tabory,58.5198,64.5495,278.24,88,100,1.9,RU,1680729806
230,filingue,14.3521,3.3168,306.16,8,22,4.66,NE,1680729806
231,lorengau,-2.0226,147.2712,300.5,77,78,1.46,PG,1680729509
232,umm lajj,25.0213,37.2685,297.04,53,97,2.38,SA,1680729806
233,sarangani,5.4033,125.4636,299.82,75,89,1.27,PH,1680729807
234,havre-saint-pierre,50.2334,-63.5986,273.35,34,0,7.72,CA,1680729807
235,asau,46.4333,26.4,271.66,99,100,1.62,RO,1680729807
236,dillon,34.4166,-79.3712,304.96,43,11,4.56,US,1680729552
237,kavaratti,10.5669,72.642,300.41,74,6,2.9,IN,1680729807
238,kelo,9.3086,15.8066,307.13,15,99,1.74,TD,1680729808
239,portland,45.5234,-122.6762,285.38,68,100,5.14,US,1680729739
240,nalut,30.3333,10.85,290.18,36,56,11.1,LY,1680729808
241,kirkland lake,48.1446,-80.0377,270.31,86,100,3.6,CA,1680729808
242,kongolo,-5.3833,27.0,294.47,96,100,0.95,CD,1680729809
243,beian,63.6559,9.5683,280.93,61,0,5.66,NO,1680729809
244,kahului,20.8947,-156.47,301.16,60,20,10.29,US,1680729809
245,notre-dame-du-lac,47.6136,-68.7964,273.34,93,100,0.92,CA,1680729809
246,chegdomyn,51.1167,133.0167,269.36,73,69,1.18,RU,1680729810
247,provideniya,64.3833,-173.3,259.21,66,75,5.0,RU,1680729810
248,mahebourg,-20.4081,57.7,297.73,94,40,1.54,MU,1680729810
249,puerto colombia,10.9878,-74.9547,302.2,80,58,12.62,CO,1680729810
250,bago,17.3367,96.4797,298.97,69,0,0.89,MM,1680729603
251,geraldton,-28.7667,114.6,288.38,82,0,5.14,AU,1680729811
252,lamu,-2.2717,40.902,301.27,79,100,3.68,KE,1680729811
253,baruun-urt,46.6806,113.2792,268.07,49,100,9.0,MN,1680729811
254,washougal,45.5826,-122.3534,285.31,62,100,3.6,US,1680729811
255,severo-yeniseyskiy,60.3725,93.0408,266.22,87,100,5.06,RU,1680729812
256,kavieng,-2.5744,150.7967,300.93,74,99,1.83,PG,1680729797
257,tocopilla,-22.092,-70.1979,296.28,79,13,3.16,CL,1680729713
258,vostok,46.4856,135.8833,273.48,71,100,1.47,RU,1680729813
259,lompoc,34.6391,-120.4579,293.16,58,75,8.23,US,1680729808
260,uyemskiy,64.4743,40.8524,272.18,69,20,2.0,RU,1680729813
261,north bend,43.4065,-124.2243,285.51,80,100,6.17,US,1680729814
262,ahuimanu,21.4447,-157.8378,300.99,68,40,8.75,US,1680729814
263,hofn,64.2539,-15.2082,278.94,87,3,3.44,IS,1680729814
264,batagay-alyta,67.8006,130.4114,252.9,99,100,1.25,RU,1680729814
265,yerbogachen,61.2767,108.0108,261.05,95,100,3.74,RU,1680729517
266,sandy bay,-42.913,147.3532,285.09,90,75,1.54,AU,1680729815
267,zelenoborskiy,66.845,32.3622,271.67,98,100,1.09,RU,1680729815
268,oranjemund,-28.55,16.4333,293.72,51,2,2.56,NA,1680729815
269,mingshui,36.7167,117.5,279.18,86,78,3.45,CN,1680729815
270,hualmay,-11.0964,-77.6139,300.5,70,35,4.62,PE,1680729815
271,ouargaye,11.5033,0.0572,300.85,57,100,7.55,BF,1680729816
272,mogzon,51.7435,111.9606,261.84,56,0,6.1,RU,1680729816
273,vestmannaeyjar,63.4427,-20.2734,278.67,74,99,5.96,IS,1680729816
274,deputatskiy,69.3,139.9,255.87,94,100,2.22,RU,1680729816
275,shakawe,-18.3667,21.85,295.94,42,44,2.11,BW,1680729817
276,oyek,52.5861,104.4556,262.36,94,38,0.47,RU,1680729817
277,angoche,-16.2325,39.9086,296.94,79,95,3.55,MZ,1680729817
278,kapit,2.0167,112.9333,296.15,100,100,0.72,MY,1680729818
279,chengde,40.9725,117.9361,280.11,36,100,1.46,CN,1680729818
280,maningrida,-12.0667,134.2667,298.58,85,99,3.46,AU,1680729819
281,lima duarte,-21.8425,-43.7931,292.43,94,18,0.98,BR,1680729819
282,yeppoon,-23.1333,150.7333,295.03,82,1,1.24,AU,1680729819
283,kasongo,-4.45,26.6667,293.11,99,100,0.84,CD,1680729819
284,sept-iles,50.2001,-66.3821,271.15,62,75,6.69,CA,1680729781
285,sakaiminato,35.55,133.2333,291.14,68,75,8.75,JP,1680729820
286,lastoursville,-0.8143,12.7287,296.88,80,100,0.54,GA,1680729820
287,torbay,47.6666,-52.7314,273.92,74,82,1.79,CA,1680729820
288,luderitz,-26.6481,15.1594,293.1,66,93,2.6,NA,1680729821
289,onverwacht,5.5833,-55.1833,303.15,59,20,6.69,SR,1680729821
290,esna,25.2934,32.554,295.16,17,45,4.95,EG,1680729821
291,morant bay,17.8815,-76.4093,303.54,68,11,5.5,JM,1680729822
292,vavoua,7.3819,-6.4778,299.98,63,42,1.83,CI,1680729822
293,pozo colorado,-23.4923,-58.7972,293.8,98,100,2.42,PY,1680729822
294,santa rosa,14.3122,121.1114,299.32,76,78,3.08,PH,1680729823
295,cootamundra,-34.65,148.0333,287.56,77,100,2.88,AU,1680729823
296,san juan,-31.5375,-68.5364,301.44,32,79,2.57,AR,1680729586
297,muravlenko,63.7898,74.523,270.83,98,100,3.71,RU,1680729824
298,gunnedah,-30.9833,150.25,288.04,82,94,2.16,AU,1680729824
299,iqaluit,63.7506,-68.5145,258.0,72,75,9.26,CA,1680729824
300,kaifeng,34.7911,114.3483,285.25,63,100,7.15,CN,1680729825
301,coquimbo,-29.9533,-71.3436,292.0,72,20,4.63,CL,1680729607
302,makakilo city,21.3469,-158.0858,300.33,61,40,8.75,US,1680729825
303,talnakh,69.4865,88.3972,246.04,96,43,4.83,RU,1680729825
304,arlit,18.7369,7.3853,302.52,6,84,0.54,NE,1680729826
305,vardo,70.3705,31.1107,275.14,87,40,4.63,NO,1680729826
306,salinopolis,-0.6136,-47.3561,298.59,87,100,4.62,BR,1680729826
307,werda,-25.2667,23.2833,292.78,59,0,4.55,BW,1680729827
308,naze,28.3667,129.4833,292.66,87,100,7.37,JP,1680729827
309,grootfontein,-19.5667,18.1167,287.91,77,32,1.54,NA,1680729827
310,surcin,44.7931,20.2803,276.37,74,0,4.12,RS,1680729827
311,kaitangata,-46.2817,169.8464,283.11,81,51,6.11,NZ,1680729827
312,nueva londres,-25.4045,-56.5498,294.27,92,100,1.67,PY,1680729828
313,mogadishu,2.0371,45.3438,300.92,79,98,6.61,SO,1680729828
314,khatanga,71.9667,102.5,240.71,100,63,3.21,RU,1680729828
315,farah,32.5,62.5,288.4,24,3,1.74,AF,1680729828
316,havoysund,70.9963,24.6622,276.28,81,100,4.66,NO,1680729829
317,bud,39.447,-86.1758,290.16,95,100,9.77,US,1680729829
318,hokitika,-42.7167,170.9667,287.23,81,100,5.15,NZ,1680729829
319,sargatskoye,55.6101,73.4972,275.58,69,79,3.92,RU,1680729829
320,warnes,-17.5,-63.1667,298.42,78,75,3.09,BO,1680729830
321,ust-nera,64.5667,143.2,261.15,97,100,2.34,RU,1680729830
322,teguldet,57.3064,88.1667,269.29,86,100,2.42,RU,1680729830
323,san patricio,28.017,-97.5169,294.07,52,100,9.21,US,1680729831
324,turochak,52.2576,87.1224,269.22,97,20,1.21,RU,1680729831
325,taltal,-25.4,-70.4833,292.23,87,61,4.05,CL,1680729621
326,faya,18.3851,42.4509,289.21,64,10,2.5,SA,1680729832
327,nuevo ideal,24.8875,-105.0728,299.93,9,54,9.68,MX,1680729832
328,port blair,11.6667,92.75,298.17,88,40,0.0,IN,1680729832
329,harrisonville,38.6533,-94.3488,285.43,41,0,4.12,US,1680729696
330,muros,42.7762,-9.0603,285.28,75,34,4.31,ES,1680729833
331,buzdyak,54.5833,54.55,281.08,77,1,2.28,RU,1680729833
332,mitsamiouli,-11.3847,43.2844,300.03,78,7,1.8,KM,1680729833
